 advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
1 1 1 1 1 1 1 1 1 1,447,1 1 0 1 1 1 0 1 1 1,42 95 2 20 50 39 36 59 77 27,3.141,11.2171,0,2.6119 0.5115 0.7204 0.4397 0.6165 0.7587 2.8285 0.7907 0.7198 2.2397
1 1 1 1 1 1 1 1 1 1,395,0 1 1 0 1 0 0 1 0 0,42 74 7 45 16 72 51 22 10 56,69.454,21.0188,0,3.7906 0.9918 0.6871 0.7192 1.0764 0.4630 1.1643 0.9319 0.5157 0.4524
1 1 1 1 1 1 1 1 1 1,662,1 1 1 1 1 1 1 1 1 1,95 35 60 68 95 100 45 38 65 61,16.0226,41.1069,2,16.1395 4.3554 2.1437 3.6738 0.7380 1.5957 0.6800 1.6517 0.8960 0.8499
1 1 1 1 1 1 1 1 1 1,494,1 1 1 1 1 1 1 1 0 0,84 28 70 26 4 90 54 0 100 38,132.2942,31.9162,0,6.1736 3.5640 2.6600 4.6399 6.2958 5.7519 1.9559 3.9239 4.6039 2.5639
1 1 1 1 1 1 1 1 1 1,513,1 1 1 1 1 1 1 1 1 1,6 69 83 63 25 84 77 26 24 56,108.6,69.8945,1,13.6609 3.7341 3.2556 4.6795 2.0780 1.3758 1.5511 3.4661 1.5604 1.4720
0 0 0 1 1 0 0 0 0 0,423,1 0 1 1 0 0 0 1 0 0,49 28 31 62 32 88 25 42 62 4,4.573,30.0636,2,4.7096 3.5199 2.5919 2.3039 2.5519 1.3280 1.4639 1.3600 1.1839 0.8399
0 0 0 0 0 0 1 0 0 0,498,0 0 1 0 0 1 0 1 0 1,97 57 44 49 10 94 27 28 39 53,29.9199,89.2075,1,14.5404 4.0719 2.5436 4.0957 1.5196 0.9440 1.0880 0.7438 0.8400 1.1040
0 0 0 0 0 0 0 0 0 0,374,0 0 0 0 0 0 0 0 0 0,11 46 81 43 22 48 42 35 38 8,10.527,52.328,2,11.4850 1.4080 1.2650 1.0640 1.2140 1.0080 1.1910 0.9430 0.8250 0.7580
0 0 0 1 1 0 0 0 0 0,577,0 0 1 1 1 0 0 1 1 1,59 31 58 82 20 90 13 96 75 53,8.1491,80.2908,2,8.4463 1.6340 2.2294 1.6598 0.9207 2.4244 1.1144 0.7200 1.0494 0.9113
0 0 0 0 1 0 0 0 0 0,507,0 0 0 1 1 1 1 1 1 1,0 10 10 27 90 93 95 54 31 97,82.1754,22.4563,0,2.6443 2.2160 1.6881 3.2324 0.6954 0.8000 0.6239 0.5280 0.5194 0.5758
0 0 0 0 0 0 0 0 0 0,526,1 1 0 1 0 1 0 1 1 1,86 28 83 71 83 7 17 56 85 10,14.084,64.6531,1,7.6470 3.4952 5.8475 1.0399 0.8878 1.9996 0.7519 0.7678 1.1677 1.0238
0 0 1 1 0 0 0 0 0 0,481,0 1 1 1 1 1 1 1 1 1,0 7 51 67 84 33 7 96 71 65,205.6897,42.751,2,7.5252 1.7022 8.7705 0.6804 3.1254 0.8255 0.8504 0.6729 0.7507 0.6179
0 0 0 1 0 0 0 0 0 0,500,0 0 1 0 1 1 0 1 1 1,34 12 84 42 90 32 5 77 71 53,159.1288,95.6616,1,8.5031 4.0887 3.6989 2.4287 1.9723 1.9265 1.3897 2.2846 2.4048 2.0603
0 0 0 0 0 0 0 0 0 0,404,0 0 0 0 0 0 1 0 0 0,33 30 58 43 30 58 41 33 66 12,46.5713,63.8532,0,7.9897 1.8758 2.5541 3.1823 2.5335 4.4980 2.0642 5.7349 4.7670 2.9619
0 0 0 0 1 0 0 0 0 0,334,0 1 0 1 0 0 0 1 0 1,48 15 1 77 35 13 40 35 9 61,70.9448,61.1797,1,12.7508 7.3846 6.3493 1.4155 3.4147 1.1520 1.1360 2.8523 1.9599 1.2653
0 0 0 0 0 0 0 0 1 0,523,0 0 1 0 1 1 0 1 1 0,73 30 47 43 12 55 41 93 72 57,96.455,59.183,1,13.3530 6.8660 5.1280 7.7600 3.2630 1.3840 1.2960 1.8240 3.7600 1.0800
0 0 0 0 0 0 0 0 0 0,531,0 1 1 0 1 1 1 0 1 0,90 4 99 47 56 73 37 35 17 73,30.9831,47.1931,1,5.6380 7.3054 3.0258 1.0829 2.3733 2.0434 1.2172 1.0826 10.4920 1.2412
0 0 0 0 0 0 0 0 0 0,363,0 1 0 0 0 0 0 0 0 0,2 1 95 12 64 33 7 49 6 94,24.8581,95.127,1,9.6030 2.0367 1.7075 4.0933 2.6017 1.5389 2.5206 1.2016 1.2105 1.2475
0 0 0 0 0 1 0 0 0 0,520,0 0 0 0 1 1 1 0 1 1,10 96 16 7 77 56 60 51 57 90,885.5885,43.2386,2,12.5140 1.7733 2.9757 3.5342 0.9772 4.3638 0.9659 2.3643 0.7993 1.3879
0 0 0 0 0 0 0 0 0 0,408,1 0 0 1 0 0 0 0 1 0,67 53 31 2 37 62 31 91 22 12,248.2471,69.7753,0,29.8291 9.1718 5.1072 1.1702 1.5551 1.3390 1.5565 1.2978 1.3679 1.7466
0 0 0 0 0 1 0 0 0 0,604,1 1 0 1 1 1 0 1 1 0,54 6 48 78 97 56 71 77 52 65,124.6624,583.6002,2,38.8360 5.2589 3.9797 3.4790 10.6996 3.1007 2.5814 1.8396 1.6834 1.8202
0 0 0 1 0 0 0 0 0 0,430,0 0 1 1 1 1 0 1 0 0,46 70 86 8 47 87 34 5 16 31,132.5599,33.811,0,11.6838 13.1605 2.6165 8.9525 3.2232 7.4472 11.4388 4.4888 6.0879 8.8964
0 0 0 1 0 0 0 0 0 0,452,1 1 1 0 1 1 1 1 1 1,51 30 30 51 87 84 62 31 17 9,42.1012,293.828,1,9.3228 2.4626 0.9680 2.6077 0.8402 1.0394 0.8077 1.0316 0.7760 0.7117
0 0 1 0 0 0 0 0 0 0,461,0 1 0 0 1 0 1 1 1 1,8 69 68 14 66 20 78 40 97 1,10.8213,38.4635,2,1.7292 0.9916 1.2399 0.5598 0.4635 0.5197 0.8961 0.3841 0.6238 0.6722
0 0 1 1 0 0 0 0 0 0,486,0 1 1 1 1 0 1 1 1 1,0 80 81 17 48 30 62 17 65 86,32.2651,68.8416,0,3.2678 3.3454 1.1518 2.5056 1.3958 1.0353 0.9376 0.7084 0.7694 1.1490
0 0 1 1 0 0 0 0 0 0,429,0 1 1 0 1 1 1 0 0 0,36 43 51 17 53 58 25 79 50 17,162.2577,104.2887,0,7.3948 5.0560 4.8965 9.0309 2.6879 1.3519 1.3037 1.0637 1.3204 1.3201
0 0 0 0 0 0 1 0 0 0,618,0 1 0 0 1 1 1 1 1 0,74 32 41 57 76 78 35 98 49 78,88.6168,60.6087,1,11.6221 2.9997 3.2561 2.2722 1.1678 1.4001 10.1601 2.4243 4.2751 1.4642
0 0 1 1 0 0 0 0 0 0,564,0 1 1 0 0 1 1 1 1 1,16 90 25 13 16 50 91 95 97 71,1250.4455,15.3018,0,3.3496 2.5757 2.8402 1.9857 2.1639 2.4567 1.0019 1.5877 1.0144 0.8258
0 0 0 0 1 0 0 0 0 0,451,0 0 0 1 1 1 0 0 1 0,0 18 22 40 74 26 53 79 73 66,20.9461,37.7484,0,4.0475 3.3553 3.4167 2.3107 1.4172 2.6468 0.7201 1.2670 1.0059 1.0942
0 0 0 0 1 0 0 0 0 0,491,0 0 0 1 0 1 0 1 0 0,42 86 9 59 5 96 27 49 91 27,254.671,54.422,0,10.2310 14.3640 12.7310 3.2170 16.0560 16.0090 8.6630 5.9360 23.6900 7.3500
0 0 0 1 1 0 0 0 0 0,506,0 0 1 1 0 0 1 1 0 1,85 40 85 89 2 14 28 43 39 81,11.5059,24.6801,0,6.0777 2.3303 0.5969 1.3506 0.8767 0.6348 0.5492 1.3086 0.6619 0.5599
0 0 0 0 0 0 1 0 0 0,376,0 0 0 0 1 1 0 0 1 0,31 39 41 16 5 86 18 42 73 25,44.875,62.7374,1,8.7246 5.1702 7.4267 4.1998 3.1317 1.3827 1.2628 1.3586 0.7167 0.7279
0 0 0 0 0 1 0 0 0 0,445,0 0 0 0 1 1 0 1 1 0,40 75 6 33 90 43 14 95 4 45,79.5196,39.1311,0,5.1924 4.1510 6.7851 3.9348 4.8064 4.1398 6.1066 2.2462 2.4799 3.4907
0 0 1 0 0 0 0 0 0 0,447,0 1 0 1 0 1 0 1 1 0,46 52 93 44 23 85 2 50 42 10,60.0484,118.0787,2,15.1390 1.6593 1.4788 2.0947 1.0421 1.1104 1.2768 1.0758 0.9106 1.4294
0 0 0 0 0 0 0 0 0 0,400,0 0 0 0 0 0 0 0 0 0,35 24 33 87 45 42 30 23 31 50,104.764,30.909,0,10.5810 7.9520 9.4200 5.9900 5.4600 10.9870 6.3650 5.1070 2.9890 3.5720
0 0 0 1 0 0 0 0 0 0,386,0 0 1 0 0 0 1 1 0 1,10 73 56 9 57 14 50 40 38 39,35.3054,126.7149,2,18.1308 5.7760 1.0476 0.8157 0.6089 0.6407 0.6798 0.9031 0.5358 1.0719
0 0 1 0 0 0 0 0 0 0,601,0 1 0 1 0 1 0 1 0 1,42 54 65 79 100 62 23 46 41 89,4.607,9.8736,0,1.6385 1.1354 0.6477 0.6235 0.5275 0.6958 0.5995 0.5278 0.7592 1.7037
0 0 0 0 0 0 0 0 0 0,362,0 0 0 0 0 0 0 0 0 0,32 34 23 50 60 65 0 11 50 37,151.836,49.96,0,19.4880 22.9920 13.1120 16.3340 9.3300 4.6540 5.1040 8.1440 2.9440 3.3980
0 0 1 0 0 0 0 0 0 0,535,0 1 0 1 0 0 1 0 1 1,50 92 33 100 6 8 78 21 97 50,6.683,11.42,0,1.3200 1.0850 0.5920 0.4640 0.4150 0.5180 0.4480 0.5910 0.5510 0.7340
0 0 0 1 1 0 0 0 0 0,723,1 1 1 1 1 1 1 1 1 1,99 76 87 95 71 44 98 27 38 88,8.571,7.5444,0,2.4821 0.5750 0.5598 0.5198 0.6078 0.4959 0.6397 0.9278 0.5997 0.7755
0 0 0 1 1 0 0 0 0 0,580,1 1 1 1 1 1 1 1 1 1,81 51 25 56 100 92 35 52 60 28,3.5334,8.8149,0,2.0583 0.5283 0.9520 0.6000 0.6061 0.6328 0.6512 0.5206 0.5189 0.4480
0 0 0 1 0 0 0 0 0 0,455,1 1 1 0 1 1 1 1 1 1,57 64 73 39 63 11 50 3 52 43,14.126,31.105,0,13.2570 2.4260 2.7550 2.9380 3.5230 0.9530 1.3430 1.0670 4.4870 0.9110
0 0 0 1 1 0 0 0 0 0,476,1 1 1 1 0 1 1 1 1 1,47 2 39 90 24 45 71 97 49 12,29.4873,39.1285,0,12.8652 7.1589 8.8640 6.4717 2.3679 2.0233 1.3517 2.7440 1.0014 11.5598
0 0 0 1 0 0 0 0 0 0,512,1 1 1 0 1 1 1 1 1 1,89 50 90 23 42 55 33 26 40 64,38.672,29.9205,0,11.5821 7.4225 2.1357 2.5757 1.9419 1.6630 0.9679 2.5279 1.1997 1.3193
0 0 0 0 0 0 0 0 0 0,419,0 0 0 0 0 0 0 0 0 0,4 40 63 69 90 53 19 42 28 11,475.1155,28.9752,0,6.6040 5.5674 5.7748 2.5998 3.1758 4.3517 14.2705 0.8638 0.8238 0.9755
0 0 0 0 0 0 1 0 0 0,465,0 0 0 0 1 1 1 1 1 1,58 5 34 16 14 54 87 64 83 50,17.608,66.3269,0,19.3127 12.1185 5.0639 4.0078 4.7119 4.4476 8.3437 6.0398 1.4559 1.9280
0 0 0 1 1 0 0 0 0 0,607,1 1 1 1 1 1 1 1 1 1,88 81 54 14 94 13 42 51 81 89,3.217,28.792,0,1.8200 0.4800 0.5150 0.5630 0.5120 1.7020 0.6550 0.9190 0.8540 0.5230
0 0 0 1 1 0 0 0 0 0,616,1 1 1 1 1 1 1 1 1 1,40 71 88 39 42 18 94 76 84 64,2.7842,12.6452,0,1.1665 0.4620 0.4400 0.4554 0.4884 0.5513 0.4318 0.5274 0.6330 0.5516
0 0 0 1 0 0 0 0 0 0,419,1 0 1 0 1 1 0 1 1 1,68 31 1 35 52 55 10 10 64 93,2.9677,18.3863,0,28.9518 1.3436 1.1352 1.0167 0.8718 0.9440 1.2157 0.8718 1.2820 1.4318
0 0 0 0 0 0 0 0 0 0,423,0 0 0 0 0 0 0 0 0 0,18 31 32 74 0 64 79 80 42 3,94.1221,35.9176,0,8.9867 1.3116 3.6546 1.3757 1.3753 1.5587 2.5589 1.0872 1.4710 1.2949
0 0 0 1 1 0 0 0 0 0,635,1 1 1 1 1 1 1 1 1 1,93 30 60 79 100 32 75 70 56 40,6.5249,8.7733,0,1.7698 0.4880 0.5040 0.5302 0.4885 0.7521 0.8797 0.5195 0.5116 0.5199
0 0 0 1 0 0 0 0 0 0,490,0 0 1 0 1 1 1 0 0 1,16 8 64 51 100 29 77 47 93 5,42.5843,51.3617,1,6.4275 5.0259 3.4303 3.8280 1.5201 1.3860 2.4077 1.3959 1.0762 1.2620
0 0 0 0 1 0 0 0 0 0,613,1 1 0 1 1 1 1 1 1 1,71 86 12 44 82 55 95 94 42 32,3.5672,7.9629,0,1.8819 0.5112 1.0075 0.4237 0.3430 0.3117 0.3119 0.2637 0.3272 0.6396
0 0 0 1 1 0 0 0 0 0,430,1 1 1 1 1 1 1 1 1 1,23 26 42 17 40 26 48 71 63 74,2.1726,7.2985,0,0.9957 0.4637 0.4478 0.4799 0.4239 0.3998 0.4959 0.4959 0.5672 0.5921
0 0 0 1 1 0 0 0 0 0,486,1 1 1 1 1 1 1 1 1 1,50 94 12 20 73 40 2 69 81 45,3.076,6.739,0,1.3430 0.4010 0.5020 0.4750 0.4810 0.5300 0.5200 0.5200 0.4960 0.5100
0 0 1 1 0 0 0 0 0 0,616,0 1 1 0 1 1 0 1 1 1,18 46 93 48 94 88 1 50 100 78,47.3425,27.1588,0,6.9774 2.8424 5.3425 1.2117 5.0644 1.2949 1.3878 0.8199 0.9197 2.1826
0 0 0 0 0 0 0 0 0 0,444,0 0 0 1 1 1 0 1 0 1,42 99 37 0 38 41 9 66 55 57,138.006,75.251,2,14.2710 10.6120 10.2010 3.4210 1.8680 2.0200 4.5430 1.8400 2.4590 1.8280
0 0 0 0 0 0 0 0 0 0,452,0 0 0 0 0 0 0 0 0 0,30 47 32 14 44 68 11 80 44 82,25.2201,43.7948,1,11.8870 3.2478 3.9114 1.1574 1.4560 0.8195 1.2073 1.0254 3.2733 2.8528
0 0 0 0 0 0 0 0 0 0,512,0 1 0 1 0 0 1 0 0 0,74 4 46 42 42 66 49 12 97 80,52.5906,29.4561,0,4.7897 2.4039 1.2259 1.0317 0.7678 0.7977 1.0779 0.6596 0.8059 0.9621
0 0 0 0 0 0 0 0 0 0,536,0 0 0 0 0 0 0 0 0 0,24 91 85 23 16 98 30 77 64 28,6.81,23.225,2,8.8610 1.9180 1.0560 1.1570 2.5470 0.9630 1.3180 0.8130 2.7560 1.1200
0 0 0 1 1 0 0 0 0 0,567,0 0 1 1 1 1 1 1 1 0,63 8 77 77 21 84 70 89 36 42,57.4291,29.8091,0,12.1594 10.4079 5.3601 7.5518 7.2478 4.1275 11.4956 4.4161 3.5122 6.2883
0 0 0 0 0 0 0 0 0 0,465,0 0 0 0 0 0 0 0 0 0,34 35 29 24 34 93 86 57 47 26,5.1335,11.2157,1,1.1835 0.9194 0.7837 0.8960 0.8796 1.4957 2.3836 1.9916 3.4154 0.7676
0 0 1 1 0 0 0 0 0 0,398,0 1 1 0 0 1 1 0 0 1,21 51 52 52 18 52 5 37 45 65,9.1659,23.6717,0,8.0178 6.1070 6.8729 2.2263 3.9811 0.9828 1.1416 1.1801 2.2857 0.9929
0 0 0 0 1 0 0 0 0 0,660,1 1 0 1 1 1 1 1 1 1,76 89 9 41 57 88 88 60 82 70,83.9758,44.0361,0,21.6250 9.9998 6.6917 0.9280 3.7591 0.7980 0.7539 10.3858 0.7199 0.7700
0 0 0 0 0 0 0 0 0 0,451,0 0 0 0 0 0 0 0 0 1,59 11 33 56 3 25 68 93 25 78,54.9959,30.4258,0,10.2523 4.7487 12.3165 9.7593 6.9400 2.7356 10.2878 5.8547 4.2073 8.6664
0 0 0 0 0 0 0 0 0 0,402,0 1 0 1 0 1 0 1 1 0,45 18 47 20 43 70 46 51 15 47,70.1392,32.846,1,16.0496 8.1929 1.7089 0.6653 0.8171 0.9079 1.4772 0.7191 0.4524 0.4346
0 0 0 1 0 0 0 0 0 0,513,0 0 1 0 1 1 1 1 1 1,82 3 46 30 62 38 81 25 78 68,52.371,15.057,0,10.2040 3.3770 6.0450 2.9670 1.3840 1.4340 1.6220 0.9010 1.2780 4.1890
0 0 0 0 0 0 1 0 0 0,584,0 0 0 0 0 1 0 1 1 1,78 79 67 49 29 92 28 45 95 22,2.9372,37.43,1,11.5867 6.3028 1.8595 0.8009 0.7979 1.0139 2.0390 0.3120 0.8590 0.5339
0 0 0 0 0 0 1 0 0 0,584,0 0 0 0 0 1 1 1 1 1,42 26 89 22 11 84 82 96 72 60,44.836,128.175,1,15.7540 4.1470 0.9300 5.6350 4.7300 1.9270 5.7920 3.3650 1.0860 2.3590
0 0 0 1 1 0 0 0 0 0,639,1 1 1 1 1 1 0 0 1 0,88 14 78 85 82 67 14 92 70 49,188.829,95.4992,2,6.6058 9.4145 2.8480 5.4777 1.0229 3.0161 1.0639 4.1757 1.4876 0.9677
0 0 0 0 1 0 0 0 0 0,606,1 1 0 1 0 0 0 1 1 1,94 42 43 56 56 67 37 59 81 71,122.0612,83.3574,1,13.3759 2.3759 4.9831 1.7781 8.2231 1.4484 3.8551 1.3276 1.0391 0.7277
0 0 0 0 0 0 0 0 0 0,395,0 0 0 0 0 0 0 0 0 0,99 3 50 50 20 7 84 12 35 35,4.9282,21.716,1,4.0708 0.9353 4.1186 2.1995 2.9119 1.8477 1.6959 2.9911 0.8482 1.8712
0 0 0 0 0 0 0 0 0 0,261,0 0 0 0 0 0 0 0 0 0,26 10 39 12 48 4 10 11 39 62,3.8239,11.7351,1,9.0458 11.1585 0.9361 0.8156 0.5531 0.6411 0.6797 0.7838 0.6559 0.8162
0 0 0 0 0 0 0 0 0 0,454,0 0 0 0 0 0 0 0 0 0,19 64 52 25 46 97 83 42 4 22,66.2237,39.67,0,6.1028 1.4047 2.5082 1.6101 1.2144 1.0168 0.7395 1.1424 0.9935 1.1436
0 0 0 0 0 0 1 0 0 0,433,0 0 0 1 1 1 1 0 0 0,42 99 42 24 75 93 10 2 4 42,60.15,22.873,0,8.8160 2.0380 0.9110 1.8290 1.2720 0.9460 1.0080 3.8930 0.8680 1.1180
0 0 1 1 0 0 0 0 0 0,520,0 1 1 1 1 0 0 0 1 0,45 97 41 65 99 50 9 39 62 13,92.79,166.5917,2,17.7145 13.2469 2.6878 5.2800 2.4401 3.2002 1.0324 2.7522 4.6880 1.4723
0 0 0 0 0 0 0 0 1 0,437,0 0 0 0 0 0 0 1 1 1,41 77 21 11 90 33 11 89 62 2,35.64,66.448,2,13.1200 10.0580 7.3750 9.0770 4.9890 5.3570 3.8820 8.6690 5.2900 4.7790
0 0 0 1 0 0 0 0 0 0,408,0 0 1 1 0 1 0 0 0 0,44 95 78 14 6 1 21 43 57 49,45.374,28.828,0,6.1850 5.1360 10.1150 7.3610 3.7550 4.9880 4.9440 3.4830 9.3920 4.8950
0 0 0 0 0 0 0 0 0 0,411,0 0 0 0 0 0 0 0 0 0,32 44 62 10 33 76 13 87 7 47,3.9374,25.3022,1,1.3385 0.6951 0.6316 1.8638 3.0874 1.2078 0.8798 2.1277 1.1746 1.5439
0 0 0 1 0 0 0 0 0 0,513,1 1 1 0 1 1 1 1 1 1,38 47 94 36 11 79 42 50 46 70,96.615,18.714,0,5.0790 2.0860 1.1250 2.9180 2.7720 1.9630 1.3240 0.7950 0.9170 1.9010
0 0 0 1 1 0 0 0 0 0,500,1 1 1 1 1 1 1 1 1 1,16 98 77 55 20 3 52 59 69 51,2.556,6.199,0,0.9050 0.8770 0.4710 0.4320 0.4450 0.5040 0.4910 0.5280 0.5020 0.6710
0 0 0 1 1 0 0 0 0 0,582,1 1 1 1 1 1 1 1 1 1,50 71 52 11 91 100 90 18 77 22,2.84,6.656,0,1.1900 0.5910 0.4640 0.5700 0.4890 0.6850 0.7020 0.6250 0.5750 0.5100
0 0 0 0 1 0 0 0 0 0,555,1 1 0 1 1 0 1 1 1 1,89 85 30 39 62 7 31 95 31 86,83.927,181.803,2,6.3720 5.3290 2.9820 1.1090 0.6020 1.5000 1.1170 1.9720 2.4570 1.8470
0 0 0 0 1 0 0 0 0 0,481,0 0 0 1 1 1 1 1 1 0,32 39 33 89 81 93 25 51 34 4,292.6712,50.1519,0,14.7298 3.4368 1.8660 2.9428 7.1354 2.3824 1.2734 1.6296 3.5311 1.4358
0 0 0 0 0 0 0 0 0 0,241,0 0 0 0 0 0 0 0 0 0,13 33 18 46 21 19 6 35 48 2,3.8321,23.4874,1,1.8795 0.8057 0.7679 0.8240 0.7359 1.7118 1.4319 1.1118 0.7120 0.9199
0 0 1 1 0 0 0 0 0 0,546,0 1 1 1 1 0 1 1 1 1,26 60 84 85 52 21 57 67 35 59,9.6413,31.2292,2,4.0789 3.5917 2.8997 2.2359 1.6592 1.2620 0.6248 1.1660 0.9749 0.9340
0 0 0 0 0 0 0 0 0 0,554,0 0 0 0 0 0 0 0 0 1,10 26 97 40 50 98 34 53 85 61,3.8649,12.5826,1,2.7011 1.1910 0.6717 1.0370 0.8889 1.0796 2.3434 0.8977 0.8634 0.6302
0 0 0 0 0 0 0 0 0 0,430,0 0 0 0 0 0 0 0 0 0,15 54 32 56 26 21 50 53 90 33,60.6472,52.7885,1,3.6957 2.0054 3.5300 1.0876 1.0417 3.6155 1.4318 1.4221 1.2758 1.1038
0 0 0 1 1 0 0 0 0 0,479,0 0 1 1 1 0 1 0 1 0,63 26 84 25 64 48 28 36 55 50,132.466,36.313,0,6.9580 4.0180 4.4910 1.8500 3.5300 1.4010 2.6340 1.0730 3.6320 1.2730
0 0 0 0 0 0 0 0 0 0,447,0 0 0 0 0 0 0 0 0 0,47 44 87 72 38 36 51 23 16 33,40.0117,58.3296,0,8.3762 9.0717 1.8528 2.3511 1.8221 2.7270 1.6316 1.2016 1.4015 0.8171
0 0 0 1 0 0 0 0 0 0,494,0 0 1 1 1 0 0 0 0 0,93 21 69 39 17 77 95 62 16 5,40.5452,15.5178,0,3.9489 3.0473 1.9391 0.7169 2.2649 0.9291 1.5556 1.0836 1.0097 0.9613
0 0 1 0 0 0 0 0 0 0,512,0 1 0 1 0 1 1 1 0 1,6 13 67 76 42 79 96 35 7 91,9.173,62.663,2,16.7740 5.6550 3.1940 2.8210 2.2980 1.8130 1.9270 8.7480 1.6040 1.2380
0 0 0 1 0 0 0 0 0 0,376,1 0 1 0 1 1 1 0 0 1,55 1 42 31 18 81 26 41 15 66,8.6658,32.664,0,7.4598 1.2236 0.8240 0.5519 0.5599 0.5039 0.5041 0.5359 50.1992 0.4000
0 0 1 0 0 0 0 0 0 0,421,0 1 0 1 1 1 0 1 0 0,58 88 2 2 16 71 46 11 65 62,29.4243,41.3678,0,127.5311 14.4074 3.0238 2.9039 4.3438 2.5998 5.3598 2.6399 1.2960 2.8799
0 0 0 0 0 0 0 0 0 0,433,0 0 0 0 0 0 0 0 0 0,68 78 20 63 24 14 83 64 19 0,2.6173,32.1037,0,13.5623 5.4138 1.6019 1.1134 0.4697 0.7100 0.6160 0.4320 0.5960 0.8040
0 0 0 1 1 0 0 0 0 0,450,0 1 1 1 0 0 0 1 0 1,49 36 69 54 23 68 44 8 6 93,311.3318,10.3922,0,3.7161 0.5838 0.5679 0.8318 0.6797 0.7117 0.6879 0.6640 0.4159 0.8079
0 0 0 1 1 0 0 0 0 0,647,1 1 1 1 0 1 1 1 1 1,83 63 66 64 6 91 94 87 88 5,17.0903,20.9932,0,1.5740 0.9752 0.9039 2.6314 0.8557 0.8712 1.0800 0.9438 1.0803 1.2962
0 0 0 0 0 0 0 0 0 0,290,0 0 0 0 0 0 0 0 0 0,3 20 86 67 42 10 10 2 14 36,6.1194,12.8258,0,62.3277 7.0145 1.6468 12.7834 1.6317 3.0316 1.2157 1.2317 1.1036 1.6875
0 0 0 1 1 0 0 0 0 0,460,0 0 1 1 1 1 1 0 1 1,40 25 90 23 95 53 60 0 67 7,115.5006,25.1274,1,1.9966 2.1231 0.9278 2.5037 1.9837 2.2878 5.2703 3.2318 1.9999 1.3519
0 0 0 0 0 0 0 0 0 0,223,0 0 0 0 0 0 0 0 0 0,37 11 28 19 21 6 0 74 25 2,87.1423,23.2222,1,5.3022 2.7102 0.9915 11.6792 1.2957 3.1677 6.4390 0.7195 0.7431 0.7518
0 0 0 0 0 0 0 0 0 0,403,0 0 0 0 0 0 0 0 0 0,36 36 36 60 49 93 26 9 48 10,33.651,45.429,2,7.6327 2.1357 2.3278 1.8798 1.3279 1.3436 0.6799 0.5999 6.9757 1.8957
0 0 0 0 0 0 1 0 0 0,538,0 0 0 1 0 1 1 0 1 1,91 72 31 11 13 93 65 40 75 47,587.6312,36.9575,1,3.2829 2.3162 6.4864 0.6362 0.5459 0.6903 0.4497 1.0021 0.4185 1.1841
0 0 0 1 1 0 0 0 0 0,477,0 0 1 1 1 1 0 1 1 1,21 2 32 61 58 37 32 57 99 78,62.9033,21.0141,0,4.5011 2.2900 1.4960 2.5568 1.7590 2.1729 1.2800 1.3866 0.9615 1.1101
0 0 0 0 1 0 0 0 0 0,426,0 0 0 1 1 0 1 0 0 0,58 27 56 87 67 18 4 84 4 21,22.9535,41.697,0,9.0955 2.5270 5.8959 1.8798 3.4483 1.9037 2.8641 1.9919 1.6479 2.0235
0 0 1 0 0 0 0 0 0 0,531,0 1 0 1 1 0 1 1 1 0,47 76 33 81 4 58 59 91 37 45,75.3192,44.619,2,3.2404 0.9596 2.1294 1.0090 1.0478 2.4116 1.0905 0.7831 0.7609 2.6705
0 0 0 0 0 0 0 0 0 0,480,0 1 0 0 1 0 0 0 0 0,46 15 88 49 2 87 50 47 32 64,91.1393,32.493,1,17.2891 3.8575 4.8677 1.8897 3.3217 0.5653 1.2002 3.5539 1.9782 1.0319
1 1 1 1 1 1 1 1 1 1,441,1 1 1 1 1 1 1 1 1 1,13 99 79 19 2 55 84 5 37 48,21.9362,38.3357,1,5.4977 4.4316 4.4793 1.7039 1.3759 2.5707 2.0558 1.0878 0.8800 1.1040
1 1 1 1 1 1 1 1 1 1,368,1 1 1 1 1 0 1 1 1 1,45 17 43 94 21 28 30 36 6 48,19.2906,55.0219,1,7.2359 1.5394 1.0600 1.4404 1.5999 1.4989 10.4733 2.4195 2.8233 2.5950
1 1 1 1 1 1 1 1 1 1,452,1 1 1 1 1 1 1 1 1 1,32 19 30 21 33 92 57 86 52 30,87.4492,53.9044,0,8.1875 5.0038 6.8459 2.9820 2.1180 1.3360 4.2620 1.2560 1.9420 0.9120
1 1 1 1 1 1 1 1 1 1,436,1 0 0 1 1 0 1 1 0 0,79 42 9 87 3 22 72 15 42 65,178.3635,40.5204,0,7.9171 10.8399 4.3356 1.1999 3.0554 1.1198 2.8075 144.5359 1.5280 2.5440
1 1 1 1 0 1 1 1 1 1,439,1 1 0 0 0 0 0 0 0 1,39 35 37 65 41 32 41 25 44 80,5.5452,50.789,1,6.6710 4.2862 1.8404 2.3124 0.9859 0.8481 0.7081 1.2239 0.7958 0.8328
1 1 1 1 1 1 1 1 1 1,527,1 1 1 1 1 1 1 1 1 1,21 83 3 88 98 16 51 22 82 63,3.5413,45.3616,2,14.4945 1.9615 1.9116 1.8718 2.1271 1.0637 0.9115 1.1507 6.0232 1.1762
1 1 1 1 0 1 1 1 1 1,547,1 1 1 0 0 1 0 1 0 1,51 74 27 66 47 90 89 1 38 64,33.8268,46.0893,1,7.4426 2.4317 5.9960 5.2487 4.2139 3.6322 1.5978 1.5431 1.2362 2.3382
